time,ESP_m_Raddrehz,ESP_Wegimp_VA
1639490016.585679, 7.06, 1471
1639490016.634573, 7.086, 1501
1639490016.683625, 7.032, 1531
1639490016.734253, 7.05, 1562
1639490016.784225, 7.018, 1592
1639490016.835, 6.962, 1622
1639490016.883903, 7.026, 1652
1639490016.934548, 6.964, 1682
1639490016.985818, 6.75, 1712
1639490017.035225, 6.752, 1741
1639490017.083876, 6.74, 1770
1639490017.135169, 6.616, 1799
1639490017.186795, 6.562, 1827
1639490017.235364, 6.462, 1856
1639490017.284286, 6.338, 1883
1639490017.335397, 6.258, 1910
1639490017.38614, 6.182, 1937
1639490017.435826, 6.074, 1963
1639490017.484997, 5.976, 1989
1639490017.536277, 5.872, 2015
1639490017.587016, 5.78, 2040
1639490017.635962, 5.71, 16
1639490017.684918, 5.64, 41
1639490017.736077, 5.484, 64
1639490017.787432, 5.396, 88
1639490017.835976, 5.296, 111
1639490017.885315, 5.178, 133
1639490017.936559, 5.11, 156
1639490017.987675, 5.006, 177
1639490018.036705, 4.9, 199
1639490018.085939, 4.834, 220
1639490018.137135, 4.696, 240
1639490018.189164, 4.6, 260
1639490018.23721, 4.522, 280
1639490018.285921, 4.368, 299
1639490018.337294, 4.29, 317
1639490018.389229, 4.16, 336
1639490018.437511, 4.062, 353
1639490018.486171, 3.964, 371
1639490018.537636, 3.866, 387
1639490018.589079, 3.772, 404
1639490018.637972, 3.674, 420
1639490018.686611, 3.548, 435
1639490018.738045, 3.44, 450
1639490018.789104, 3.336, 464
1639490018.838735, 3.218, 479
1639490018.887015, 3.088, 492
1639490018.938876, 2.984, 505
1639490018.990621, 2.884, 518
1639490019.038961, 2.788, 530
1639490019.087679, 2.696, 542
1639490019.139027, 2.608, 553
1639490019.190829, 2.524, 564
1639490019.239365, 2.444, 575
1639490019.287946, 2.388, 585
1639490019.339345, 2.32, 595
1639490019.390349, 2.246, 605
1639490019.441441, 2.186, 614
1639490019.488356, 2.106, 624
1639490019.541337, 2.064, 633
1639490019.590653, 2.018, 641
1639490019.642114, 1.938, 650
1639490019.689225, 1.934, 658
1639490019.741196, 1.888, 666
1639490019.790983, 1.816, 674
1639490019.841725, 1.802, 682
1639490019.889769, 1.774, 690
1639490019.941551, 1.726, 698
1639490019.990507, 1.69, 705
1639490020.041773, 1.696, 712
1639490020.090449, 1.676, 719
1639490020.14268, 1.672, 727
1639490020.192863, 1.65, 734
1639490020.242416, 1.638, 741
1639490020.291368, 1.622, 748
1639490020.34253, 1.636, 755
1639490020.392992, 1.62, 762
1639490020.441962, 1.622, 769
1639490020.491896, 1.614, 776
1639490020.542457, 1.63, 783
1639490020.593178, 1.596, 790
1639490020.642169, 1.596, 797
1639490020.6919, 1.602, 804
1639490020.742795, 1.59, 811
1639490020.794101, 1.588, 817
1639490020.841253, 1.588, 824
1639490020.892293, 1.582, 831
1639490020.94279, 1.602, 838
1639490020.994094, 1.58, 845
1639490021.042645, 1.57, 852
1639490021.092844, 1.598, 858
1639490021.14428, 1.606, 865
1639490021.195467, 1.614, 872
1639490021.242672, 1.592, 879
1639490021.293804, 1.606, 886
1639490021.344158, 1.644, 893
1639490021.395256, 1.638, 900
1639490021.444642, 1.682, 908
1639490021.495098, 1.708, 915
1639490021.544634, 1.722, 922
1639490021.595482, 1.718, 930
1639490021.64337, 1.728, 937
1639490021.694958, 1.77, 945
1639490021.744614, 1.812, 952
1639490021.795462, 1.794, 960
1639490021.84415, 1.804, 968
1639490021.895479, 1.796, 976
1639490021.945107, 1.83, 984
1639490021.995984, 1.866, 992
1639490022.044319, 1.904, 1000
1639490022.095752, 1.928, 1008
1639490022.145019, 1.944, 1017
1639490022.197061, 1.94, 1025
1639490022.244533, 1.972, 1034
1639490022.296268, 2.03, 1042
1639490022.345856, 2.066, 1051
1639490022.397155, 2.084, 1060
1639490022.445173, 2.082, 1069
1639490022.496423, 2.11, 1078
1639490022.545907, 2.128, 1087
1639490022.597047, 2.158, 1096
1639490022.645452, 2.188, 1106
1639490022.696676, 2.234, 1115
1639490022.746361, 2.248, 1125
1639490022.797744, 2.268, 1135
1639490022.845394, 2.298, 1144
1639490022.897312, 2.304, 1154
1639490022.946949, 2.326, 1165
1639490022.997998, 2.372, 1175
1639490023.045357, 2.42, 1185
1639490023.097715, 2.464, 1196
1639490023.147413, 2.466, 1206
1639490023.199679, 2.5, 1217
1639490023.246702, 2.528, 1228
1639490023.298163, 2.54, 1239
1639490023.346756, 2.608, 1250
1639490023.399226, 2.616, 1262
1639490023.446353, 2.646, 1273
1639490023.498973, 2.686, 1285
1639490023.547553, 2.698, 1297
1639490023.599312, 2.748, 1308
1639490023.647367, 2.764, 1320
1639490023.698947, 2.798, 1332
1639490023.748122, 2.782, 1344
1639490023.799822, 2.832, 1356
1639490023.846975, 2.822, 1369
1639490023.899519, 2.824, 1381
1639490023.948785, 2.856, 1393
1639490024.000483, 2.878, 1405
1639490024.047819, 2.876, 1418
1639490024.099782, 2.918, 1430
1639490024.150525, 2.916, 1443
1639490024.200963, 2.98, 1456
1639490024.249402, 2.952, 1468
1639490024.300262, 2.982, 1481
1639490024.35064, 3.002, 1494
1639490024.400753, 3.016, 1507
1639490024.44918, 3.032, 1520
1639490024.500945, 3.036, 1533
1639490024.551031, 3.062, 1546
1639490024.600959, 3.046, 1559
1639490024.648693, 3.074, 1573
1639490024.701167, 3.126, 1586
1639490024.751083, 3.114, 1599
1639490024.800746, 3.094, 1613
1639490024.85112, 3.15, 1626
1639490024.902015, 3.174, 1640
1639490024.951162, 3.202, 1654
1639490025.001121, 3.154, 1667
1639490025.050156, 3.174, 1681
1639490025.102703, 3.198, 1695
1639490025.151142, 3.228, 1709
1639490025.204154, 3.188, 1723
1639490025.251977, 3.198, 1736
1639490025.303289, 3.198, 1750
1639490025.352331, 3.224, 1764
1639490025.402851, 3.266, 1778
1639490025.452016, 3.256, 1792
1639490025.503345, 3.24, 1806
1639490025.552333, 3.25, 1820
1639490025.602086, 3.25, 1834
1639490025.652401, 3.272, 1848
1639490025.703873, 3.282, 1862
1639490025.753213, 3.286, 1876
1639490025.802677, 3.288, 1890
1639490025.853567, 3.3, 1905
1639490025.904722, 3.316, 1919
1639490025.955973, 3.322, 1933
1639490026.005349, 3.336, 1948
1639490026.052693, 3.35, 1962
1639490026.104724, 3.364, 1976
1639490026.154961, 3.372, 1991
1639490026.205299, 3.388, 2006
1639490026.254803, 3.392, 2020
1639490026.305232, 3.4, 2035
1639490026.354775, 3.412, 2
1639490026.40473, 3.418, 16
1639490026.455267, 3.42, 31
1639490026.505046, 3.434, 46
1639490026.558707, 3.43, 61
1639490026.606053, 3.448, 75
1639490026.655429, 3.448, 90
1639490026.705284, 3.442, 105
1639490026.755126, 3.446, 120
1639490026.805103, 3.454, 135
1639490026.855482, 3.456, 150
1639490026.905773, 3.468, 165
1639490026.9554, 3.464, 180
1639490027.005757, 3.466, 194
1639490027.055886, 3.476, 209
1639490027.105813, 3.476, 224
1639490027.155951, 3.472, 239
1639490027.207333, 3.472, 254
1639490027.256393, 3.47, 269
1639490027.306015, 3.476, 284
1639490027.355633, 3.474, 299
1639490027.405922, 3.468, 314
1639490027.456376, 3.466, 329
1639490027.506892, 3.456, 344
1639490027.556327, 3.456, 359
1639490027.606391, 3.45, 374
1639490027.656554, 3.422, 388
1639490027.706767, 3.412, 403
1639490027.756593, 3.406, 418
1639490027.806326, 3.406, 432
1639490027.857305, 3.412, 447
1639490027.90663, 3.398, 462
1639490027.956991, 3.39, 476
1639490028.006578, 3.366, 491
1639490028.057376, 3.346, 505
1639490028.106922, 3.346, 520
1639490028.157455, 3.34, 534
1639490028.207016, 3.342, 549
1639490028.257976, 3.33, 563
1639490028.307154, 3.308, 577
1639490028.357994, 3.316, 592
1639490028.407482, 3.298, 606
1639490028.458177, 3.282, 620
1639490028.507504, 3.262, 634
1639490028.558658, 3.25, 648
1639490028.607444, 3.254, 662
1639490028.658564, 3.228, 676
1639490028.70949, 3.208, 690
1639490028.75903, 3.17, 704
1639490028.807911, 3.2, 717
1639490028.859539, 3.182, 731
1639490028.910298, 3.178, 745
1639490028.959587, 3.15, 758
1639490029.008412, 3.122, 772
1639490029.060102, 3.14, 785
1639490029.108256, 3.11, 799
1639490029.160215, 3.08, 812
1639490029.210508, 3.03, 825
1639490029.260609, 3.008, 838
1639490029.308727, 2.988, 851
1639490029.36011, 2.966, 864
1639490029.409635, 2.946, 877
1639490029.460235, 2.916, 889
1639490029.510679, 2.896, 902
1639490029.560583, 2.828, 914
1639490029.610208, 2.866, 927
1639490029.660647, 2.814, 939
1639490029.712003, 2.794, 951
1639490029.760769, 2.772, 963
1639490029.81088, 2.746, 975
1639490029.86167, 2.742, 987
1639490029.910881, 2.71, 998
1639490029.962156, 2.658, 1010
1639490030.012344, 2.634, 1021
1639490030.062507, 2.59, 1032
1639490030.112411, 2.574, 1044
1639490030.162051, 2.558, 1055
1639490030.213614, 2.522, 1066
1639490030.262489, 2.486, 1076
1639490030.312564, 2.478, 1087
1639490030.36328, 2.47, 1098
1639490030.413164, 2.442, 1108
1639490030.462983, 2.426, 1119
1639490030.513295, 2.44, 1129
1639490030.562047, 2.388, 1140
1639490030.614574, 2.364, 1150
1639490030.66322, 2.38, 1160
1639490030.713533, 2.342, 1170
1639490030.763235, 2.342, 1181
1639490030.813342, 2.304, 1191
1639490030.863314, 2.286, 1200
1639490030.914088, 2.288, 1210
1639490030.962597, 2.26, 1220
1639490031.01509, 2.26, 1230
1639490031.064773, 2.248, 1240
1639490031.114884, 2.21, 1249
1639490031.165465, 2.206, 1259
1639490031.21585, 2.194, 1268
1639490031.264852, 2.186, 1278
1639490031.314898, 2.164, 1287
1639490031.363138, 2.146, 1296
1639490031.415767, 2.132, 1305
1639490031.464828, 2.114, 1315
1639490031.515246, 2.104, 1324
1639490031.563576, 2.096, 1333
1639490031.616208, 2.078, 1342
1639490031.665883, 2.068, 1351
1639490031.715583, 2.092, 1360
1639490031.765971, 2.084, 1369
1639490031.816206, 2.064, 1378
1639490031.865555, 2.064, 1386
1639490031.916192, 2.068, 1395
1639490031.965472, 2.064, 1404
1639490032.017061, 2.064, 1413
1639490032.066816, 2.056, 1422
1639490032.116659, 2.058, 1431
1639490032.165667, 2.052, 1440
1639490032.217528, 2.052, 1449
1639490032.266389, 2.044, 1457
1639490032.316715, 2.048, 1466
1639490032.366572, 2.048, 1475
1639490032.417729, 2.044, 1484
1639490032.466762, 2.032, 1493
1639490032.517227, 2.036, 1501
1639490032.566243, 2.026, 1510
1639490032.617981, 2.026, 1519
1639490032.667177, 2.018, 1527
1639490032.717791, 2.018, 1536
1639490032.766941, 2.01, 1545
1639490032.81923, 2.006, 1554
1639490032.866915, 2.008, 1562
1639490032.918087, 1.99, 1571
1639490032.967668, 1.988, 1579
1639490033.018875, 1.976, 1588
1639490033.066644, 1.978, 1596
1639490033.118806, 1.962, 1605
1639490033.166998, 1.998, 1613
1639490033.219705, 1.956, 1622
1639490033.268217, 1.93, 1630
1639490033.319058, 1.992, 1639
1639490033.368452, 1.886, 1647
1639490033.419712, 1.976, 1655
1639490033.468144, 1.934, 1664
1639490033.519594, 1.93, 1672
1639490033.568178, 1.932, 1681
1639490033.619984, 1.95, 1689
1639490033.667736, 1.888, 1697
1639490033.719493, 1.932, 1705
1639490033.767841, 1.892, 1714
1639490033.820284, 1.87, 1722
1639490033.870453, 1.864, 1730
1639490033.920525, 1.858, 1738
1639490033.970363, 1.87, 1746
1639490034.020578, 1.842, 1754
1639490034.07109, 1.846, 1762
1639490034.120493, 1.838, 1770
1639490034.170374, 1.812, 1778
1639490034.222211, 1.84, 1786
1639490034.270753, 1.838, 1793
1639490034.320533, 1.834, 1801
1639490034.370895, 1.842, 1809
1639490034.421813, 1.85, 1817
1639490034.471184, 1.87, 1825
1639490034.521193, 1.862, 1833
1639490034.569979, 1.884, 1842
1639490034.622481, 1.946, 1850
1639490034.671069, 1.958, 1858
1639490034.721723, 1.958, 1867
1639490034.770987, 1.986, 1875
1639490034.82308, 1.976, 1884
1639490034.872016, 1.994, 1892
1639490034.922254, 2.026, 1901
1639490034.972015, 2.062, 1910
1639490035.023272, 2.098, 1919
1639490035.072099, 2.124, 1928
1639490035.122942, 2.128, 1937
1639490035.172015, 2.144, 1946
1639490035.224571, 2.144, 1955
1639490035.272056, 2.178, 1965
1639490035.322233, 2.166, 1974
1639490035.371913, 2.214, 1984
1639490035.424377, 2.218, 1993
1639490035.472706, 2.25, 2003
1639490035.522663, 2.294, 2013
1639490035.572892, 2.304, 2023
1639490035.624503, 2.328, 2033
1639490035.672491, 2.34, 2043
1639490035.723848, 2.392, 5
1639490035.773544, 2.396, 16
1639490035.824831, 2.416, 26
1639490035.874073, 2.474, 37
1639490035.9235, 2.476, 47
1639490035.974266, 2.524, 58
1639490036.025872, 2.54, 69
1639490036.074482, 2.484, 80
1639490036.124775, 2.488, 91
1639490036.174246, 2.53, 102
1639490036.226308, 2.494, 112
1639490036.274792, 2.468, 123
1639490036.324973, 2.5, 134
1639490036.374555, 2.474, 145
1639490036.426203, 2.446, 155
1639490036.474916, 2.472, 166
1639490036.524104, 2.476, 177
1639490036.575119, 2.448, 187
1639490036.627528, 2.436, 198
1639490036.675479, 2.45, 209
1639490036.725532, 2.452, 219
1639490036.775682, 2.426, 230
1639490036.827055, 2.408, 240
1639490036.875721, 2.432, 251
1639490036.925899, 2.392, 261
1639490036.976103, 2.376, 271
1639490037.027511, 2.412, 282
1639490037.076113, 2.428, 292
1639490037.127084, 2.342, 302
1639490037.176305, 2.376, 312
1639490037.229204, 2.372, 323
1639490037.276673, 2.368, 333
1639490037.32538, 2.352, 343
1639490037.37566, 2.362, 353
1639490037.427688, 2.31, 363
1639490037.477049, 2.32, 373
1639490037.526186, 2.272, 383
1639490037.57711, 2.258, 393
1639490037.627664, 2.21, 402
1639490037.677612, 2.156, 412
1639490037.72631, 2.144, 421
1639490037.776466, 2.114, 430
1639490037.82928, 2.098, 439
1639490037.877979, 2.144, 448
1639490037.927682, 2.17, 457
1639490037.977227, 2.192, 467
1639490038.029784, 2.304, 477
1639490038.077885, 2.524, 488
1639490038.127923, 2.636, 499
1639490038.17825, 2.614, 510
1639490038.23029, 2.604, 522
1639490038.278584, 2.658, 533
1639490038.328042, 2.702, 545
1639490038.378404, 2.76, 556
1639490038.430231, 2.854, 569
1639490038.479296, 2.938, 581
1639490038.528275, 2.996, 594
1639490038.579568, 3.094, 607
1639490038.630515, 3.156, 620
1639490038.679823, 3.304, 634
1639490038.72908, 3.48, 649
1639490038.779812, 3.506, 664
1639490038.832076, 3.8, 680
1639490038.879997, 3.81, 696
1639490038.928994, 3.744, 712
1639490038.979997, 4.12, 730
1639490039.031921, 4.028, 747
1639490039.08073, 4.172, 765
1639490039.129793, 4.138, 783
1639490039.180639, 4.322, 801
1639490039.232592, 4.278, 820
1639490039.280505, 4.44, 839
1639490039.329934, 4.488, 858
1639490039.381206, 4.602, 878
1639490039.432552, 4.65, 897
1639490039.481184, 4.72, 918
1639490039.532133, 4.842, 938
1639490039.581841, 4.88, 959
1639490039.633084, 4.982, 980
1639490039.681796, 5.032, 1002
1639490039.732418, 5.044, 1024
1639490039.782768, 5.118, 1046
1639490039.833665, 4.974, 1068
1639490039.882817, 4.968, 1089
1639490039.932159, 5.088, 1111
1639490039.983333, 5.092, 1133
1639490040.032707, 4.906, 1154
1639490040.082837, 5.038, 1176
1639490040.132774, 5.06, 1198
1639490040.183393, 4.98, 1220
1639490040.233384, 4.934, 1241
1639490040.284121, 5.004, 1262
1639490040.332689, 4.954, 1284
1639490040.383585, 4.976, 1305
1639490040.43461, 5.01, 1327
1639490040.483134, 4.906, 1348
1639490040.534441, 4.988, 1370
1639490040.584276, 4.976, 1391
1639490040.63439, 4.942, 1412
1639490040.683619, 4.94, 1434
1639490040.734887, 5.068, 1455
1639490040.784083, 4.88, 1476
1639490040.835139, 4.958, 1498
1639490040.884333, 4.948, 1519
1639490040.934651, 5.108, 1540
1639490040.984885, 4.99, 1562
1639490041.0353, 5.104, 1584
1639490041.084397, 5.208, 1606
1639490041.134874, 5.264, 1629
1639490041.184701, 5.27, 1651
1639490041.236536, 5.284, 1674
1639490041.283435, 5.3, 1697
1639490041.33548, 5.362, 1720
1639490041.3848, 5.37, 1743
1639490041.436173, 5.33, 1766
1639490041.484956, 5.316, 1789
1639490041.535787, 5.352, 1812
1639490041.585362, 5.492, 1836
1639490041.636932, 5.48, 1859
1639490041.684878, 5.43, 1883
1639490041.736131, 5.592, 1906
1639490041.78603, 5.584, 1930
1639490041.837651, 5.604, 1954
1639490041.884922, 5.548, 1978
1639490041.937039, 5.568, 2002
1639490041.986449, 5.652, 2026
1639490042.037711, 5.652, 3
1639490042.0858, 5.64, 27
1639490042.137041, 5.576, 52
1639490042.18761, 5.87, 77
1639490042.238741, 5.72, 101
1639490042.286304, 5.706, 126
1639490042.337788, 5.742, 151
1639490042.386471, 5.8, 176
1639490042.438863, 5.868, 201
1639490042.486226, 5.916, 226
1639490042.53856, 5.934, 252
1639490042.586641, 5.93, 278
1639490042.638952, 5.98, 303
1639490042.686649, 6.006, 329
1639490042.738643, 6.07, 355
1639490042.788128, 6.076, 381
1639490042.839428, 6.146, 408
1639490042.886527, 6.17, 434
1639490042.939265, 6.174, 461
1639490042.988146, 6.226, 488
1639490043.040181, 6.326, 515
1639490043.089097, 6.348, 542
1639490043.139494, 6.414, 570
1639490043.189413, 6.432, 597
1639490043.241155, 6.468, 625
1639490043.290202, 6.46, 653
1639490043.340017, 6.524, 681
1639490043.38963, 6.556, 710
1639490043.440381, 6.576, 738
1639490043.489658, 6.612, 766
1639490043.539974, 6.656, 795
1639490043.589891, 6.678, 824
1639490043.641235, 6.71, 853
1639490043.688458, 6.736, 882
1639490043.740903, 6.732, 911
1639490043.790419, 6.744, 940
1639490043.841932, 6.784, 969
1639490043.890575, 6.786, 998
1639490043.940841, 6.878, 1028
1639490043.990331, 6.894, 1057
1639490044.042214, 6.812, 1087
1639490044.089049, 6.908, 1117
1639490044.141733, 6.916, 1146
1639490044.192154, 6.9, 1176
1639490044.243363, 6.934, 1206
1639490044.290315, 6.96, 1236
1639490044.342417, 6.978, 1266
1639490044.39219, 7.028, 1296
1639490044.442323, 7.0, 1326
1639490044.49151, 7.046, 1357
1639490044.542975, 7.08, 1387
1639490044.592652, 7.072, 1417
1639490044.642706, 7.072, 1448
1639490044.691489, 7.11, 1479
1639490044.742798, 7.074, 1509
1639490044.792845, 7.082, 1540
1639490044.842493, 7.106, 1570
1639490044.891155, 7.236, 1601
1639490044.943444, 7.304, 1632
1639490044.993074, 7.068, 1663
1639490045.042424, 7.234, 1694
1639490045.092514, 7.276, 1726
1639490045.144528, 7.206, 1756
1639490045.193197, 7.17, 1788
1639490045.24333, 7.194, 1819
1639490045.293413, 7.268, 1850
1639490045.34438, 7.22, 1881
1639490045.393761, 7.192, 1912
1639490045.443492, 7.238, 1943
1639490045.493565, 7.282, 1975
1639490045.54389, 7.232, 2006
1639490045.594317, 7.234, 2037
1639490045.643564, 7.268, 20
1639490045.694343, 7.25, 52
1639490045.745053, 7.274, 83
1639490045.794227, 7.308, 114
1639490045.843503, 7.352, 146
1639490045.894465, 7.318, 177
1639490045.94573, 7.342, 209
1639490045.994651, 7.352, 241
1639490046.043928, 7.368, 273
1639490046.094887, 7.356, 304
1639490046.145607, 7.37, 336
1639490046.195122, 7.406, 368
1639490046.244671, 7.426, 400
1639490046.295138, 7.43, 432
1639490046.345926, 7.422, 464
1639490046.395485, 7.442, 496
1639490046.444807, 7.44, 528
1639490046.495885, 7.474, 560
1639490046.546101, 7.448, 592
1639490046.596189, 7.47, 624
1639490046.645419, 7.444, 656
1639490046.696031, 7.562, 689
1639490046.7466, 7.504, 721
1639490046.796264, 7.57, 754
1639490046.84578, 7.536, 786
1639490046.89719, 7.554, 818
1639490046.946101, 7.432, 851
1639490046.997072, 7.506, 883
1639490047.046124, 7.464, 915
1639490047.097938, 7.364, 947
1639490047.146162, 7.312, 979
1639490047.197533, 7.232, 1010
1639490047.247227, 7.13, 1041
1639490047.297556, 6.996, 1071
1639490047.347165, 6.934, 1101
1639490047.397899, 6.844, 1131
1639490047.447018, 6.782, 1160
1639490047.498238, 6.772, 1189
1639490047.547724, 6.686, 1218
1639490047.598586, 6.478, 1246
1639490047.647532, 6.416, 1274
1639490047.69817, 6.19, 1300
1639490047.748466, 5.994, 1326
1639490047.798738, 5.892, 1352
1639490047.847616, 5.786, 1377
1639490047.898792, 5.712, 1402
1639490047.948978, 5.58, 1426
1639490047.999151, 5.504, 1450
1639490048.048543, 5.38, 1473
1639490048.099352, 5.272, 1496
1639490048.150076, 5.138, 1519
1639490048.199497, 5.024, 1541
1639490048.251015, 4.906, 1562
1639490048.29986, 4.798, 1583
1639490048.35039, 4.67, 1603
1639490048.399951, 4.534, 1623
1639490048.449276, 4.412, 1642
1639490048.500311, 4.308, 1661
1639490048.550282, 4.18, 1679
1639490048.600025, 4.06, 1697
1639490048.649815, 3.936, 1714
1639490048.701015, 3.824, 1731
1639490048.750964, 3.688, 1747
1639490048.800973, 3.566, 1762
1639490048.850752, 3.44, 1777
1639490048.900818, 3.298, 1791
1639490048.952093, 3.166, 1805
1639490049.001103, 3.034, 1819
1639490049.050855, 2.908, 1831
1639490049.102029, 2.768, 1844
1639490049.152628, 2.648, 1855
1639490049.201644, 2.508, 1867
1639490049.253613, 2.408, 1877
1639490049.302062, 2.286, 1887
1639490049.353272, 2.154, 1897
1639490049.401972, 2.044, 1906
1639490049.453791, 1.922, 1914
1639490049.501162, 1.816, 1922
1639490049.552783, 1.698, 1929
1639490049.601698, 1.59, 1936
1639490049.65368, 1.462, 1943
1639490049.703708, 1.358, 1949
1639490049.754045, 1.252, 1954
1639490049.802165, 1.148, 1959
1639490049.853938, 1.038, 1964
1639490049.903344, 0.936, 1968
1639490049.954068, 0.826, 1972
1639490050.001801, 0.73, 1975
1639490050.053957, 0.632, 1977
1639490050.103562, 0.538, 1980
1639490050.154035, 0.444, 1982
1639490050.204159, 0.362, 1983
1639490050.255266, 0.29, 1984
1639490050.304127, 0.226, 1985
1639490050.354384, 0.168, 1985
1639490050.40377, 0.122, 1985
1639490050.455625, 0.096, 1985
1639490050.504659, 0.08, 1985
1639490050.554744, 0.066, 1985
1639490050.604338, 0.058, 1985
1639490050.655552, 0.052, 1985
1639490050.704787, 0.046, 1985
1639490050.755104, 0.042, 1985
1639490050.804238, 0.036, 1985
1639490050.855831, 0.034, 1985
1639490050.905098, 0.032, 1985
1639490050.955887, 0.03, 1985
1639490051.004817, 0.028, 1985
1639490051.057177, 0.026, 1985
1639490051.105185, 0.024, 1985
1639490051.155965, 0.024, 1985
1639490051.205174, 0.022, 1985
1639490051.257252, 0.02, 1985
1639490051.305407, 0.02, 1985
1639490051.356183, 0.02, 1985
1639490051.405093, 0.018, 1985
1639490051.45775, 0.016, 1985
1639490051.505617, 0.016, 1985
1639490051.557302, 0.016, 1985
1639490051.605136, 0.016, 1985
1639490051.65831, 0.008, 1985
1639490051.705722, 0.0, 1985
1639490051.757573, 0.0, 1985
1639490051.805584, 0.0, 1985
1639490051.8583, 0.0, 1985
1639490051.905619, 0.0, 1985
1639490051.957436, 0.0, 1985
1639490052.006021, 0.0, 1985
1639490052.058593, 0.0, 1985
1639490052.106189, 0.0, 1985
1639490052.158192, 0.0, 1985
1639490052.206316, 0.0, 1985
1639490052.259585, 0.0, 1985
1639490052.306579, 0.0, 1985
1639490052.358526, 0.0, 1985
1639490052.40727, 0.0, 1985
1639490052.459138, 0.0, 1985
1639490052.507582, 0.0, 1985
1639490052.55857, 0.0, 1985
1639490052.607666, 0.0, 1985
1639490052.659948, 0.0, 1985
1639490052.708531, 0.0, 1985
1639490052.759351, 0.0, 1985
1639490052.808704, 0.0, 1985
1639490052.860636, 0.0, 1985
1639490052.909276, 0.0, 1985
1639490052.959858, 0.0, 1985
1639490053.009112, 0.0, 1985
1639490053.0611, 0.0, 1985
1639490053.111669, 0.0, 1985
1639490053.160396, 0.0, 1985
1639490053.209362, 0.0, 1985
1639490053.262537, 0.0, 1985
1639490053.311252, 0.0, 1985
1639490053.360565, 0.0, 1985
1639490053.409106, 0.0, 1985
1639490053.462056, 0.0, 1985
1639490053.51112, 0.0, 1985
1639490053.561243, 0.0, 1985
1639490053.610107, 0.0, 1985
1639490053.662364, 0.0, 1985
1639490053.710518, 0.0, 1985
1639490053.761825, 0.0, 1985
1639490053.810182, 0.0, 1985
1639490053.863109, 0.0, 1985
1639490053.911936, 0.0, 1985
1639490053.96266, 0.0, 1985
1639490054.012495, 0.0, 1985
1639490054.06303, 0.0, 1985
1639490054.111853, 0.0, 1985
1639490054.163138, 0.0, 1985
1639490054.213322, 0.0, 1985
1639490054.263947, 0.0, 1985
1639490054.312701, 0.0, 1985
1639490054.36303, 0.0, 1985
1639490054.412861, 0.0, 1985
1639490054.463953, 0.0, 1985
1639490054.512965, 0.0, 1985
1639490054.562988, 0.0, 1985
1639490054.613465, 0.0, 1985
1639490054.66386, 0.0, 1985
1639490054.713509, 0.0, 1985
1639490054.763488, 0.0, 1985
1639490054.813668, 0.0, 1985
1639490054.864632, 0.0, 1985
1639490054.913689, 0.0, 1985
1639490054.963295, 0.0, 1985
1639490055.013814, 0.0, 1985
1639490055.064994, 0.0, 1985
1639490055.113952, 0.0, 1985
1639490055.163746, 0.0, 1985
1639490055.214469, 0.0, 1985
1639490055.265662, 0.0, 1985
1639490055.314263, 0.0, 1985
1639490055.363575, 0.0, 1985
1639490055.414807, 0.0, 1985
1639490055.463773, 0.0, 1985
1639490055.514251, 0.0, 1985
1639490055.563391, 0.0, 1985
1639490055.61466, 0.0, 1985
1639490055.665851, 0.0, 1985
1639490055.715038, 0.0, 1985
1639490055.76387, 0.0, 1985
1639490055.815796, 0.0, 1986
1639490055.86429, 0.0, 1986
1639490055.915103, 0.0, 1987
1639490055.964453, 0.042, 1987
1639490056.015378, 0.1, 1988
1639490056.066218, 0.162, 1989
1639490056.115382, 0.206, 1990
1639490056.164717, 0.264, 1991
1639490056.215862, 0.298, 1992
1639490056.26523, 0.358, 1994
1639490056.316044, 0.41, 1996
1639490056.3651, 0.462, 1998
1639490056.416221, 0.514, 2001
1639490056.467186, 0.56, 2003
1639490056.51703, 0.612, 2005
1639490056.565344, 0.674, 2008
1639490056.617236, 0.73, 2012
1639490056.665834, 0.794, 2015
1639490056.717128, 0.842, 2019
1639490056.76604, 0.888, 2023
1639490056.818101, 0.946, 2026
1639490056.866426, 0.994, 2031
1639490056.918255, 1.052, 2035
1639490056.966223, 1.098, 2040
1639490057.018189, 1.142, 2045
1639490057.067195, 1.178, 2
1639490057.118015, 1.234, 7
1639490057.168114, 1.264, 12
1639490057.218217, 1.298, 18
1639490057.268684, 1.34, 24
1639490057.318769, 1.364, 30
1639490057.368595, 1.396, 36
1639490057.418618, 1.424, 42
1639490057.468977, 1.452, 48
1639490057.518634, 1.466, 55
1639490057.568674, 1.494, 61
1639490057.618934, 1.512, 67
1639490057.670549, 1.534, 74
1639490057.719409, 1.556, 80
1639490057.76923, 1.584, 88
1639490057.819504, 1.61, 94
1639490057.870503, 1.626, 101
1639490057.920015, 1.646, 108
1639490057.970637, 1.656, 116
1639490058.020154, 1.672, 123
1639490058.071141, 1.688, 130
1639490058.12048, 1.686, 137
1639490058.169378, 1.716, 144
1639490058.220041, 1.728, 152
1639490058.272677, 1.748, 160
1639490058.320462, 1.77, 167
1639490058.369418, 1.756, 175
1639490058.420565, 1.718, 182
1639490058.472659, 1.754, 190
1639490058.521094, 1.752, 197
1639490058.569629, 1.728, 205
1639490058.621275, 1.744, 212
1639490058.67381, 1.744, 220
1639490058.721806, 1.756, 227
