time,ESP_m_Raddrehz,ESP_Wegimp_VA
1639490058.77055, 1.726, 235
1639490058.821015, 1.732, 242
1639490058.87349, 1.728, 250
1639490058.922072, 1.732, 257
1639490058.972734, 1.728, 265
1639490059.022122, 1.728, 272
1639490059.073601, 1.724, 280
1639490059.122485, 1.726, 287
1639490059.172665, 1.72, 294
1639490059.2231, 1.71, 302
1639490059.274269, 1.708, 309
1639490059.322734, 1.706, 316
1639490059.372167, 1.698, 324
1639490059.42316, 1.686, 331
1639490059.474321, 1.686, 338
1639490059.5232, 1.682, 346
1639490059.573651, 1.674, 353
1639490059.623683, 1.662, 360
1639490059.675144, 1.654, 367
1639490059.723073, 1.642, 374
1639490059.774133, 1.618, 382
1639490059.823807, 1.6, 388
1639490059.874721, 1.574, 395
1639490059.923136, 1.548, 402
1639490059.974334, 1.514, 408
1639490060.024387, 1.474, 415
1639490060.075264, 1.438, 421
1639490060.123977, 1.406, 427
1639490060.17473, 1.37, 433
1639490060.224351, 1.334, 439
1639490060.27571, 1.302, 444
1639490060.323741, 1.254, 450
1639490060.375148, 1.208, 456
1639490060.424779, 1.162, 460
1639490060.475721, 1.116, 465
1639490060.524049, 1.07, 470
1639490060.575217, 1.014, 475
1639490060.625035, 0.966, 479
1639490060.676037, 0.922, 482
1639490060.72395, 0.868, 486
1639490060.775965, 0.812, 490
1639490060.82559, 0.762, 493
1639490060.877363, 0.712, 496
1639490060.924503, 0.666, 499
1639490060.976452, 0.61, 502
1639490061.026161, 0.572, 504
1639490061.07761, 0.51, 507
1639490061.125553, 0.472, 508
1639490061.177377, 0.434, 510
1639490061.226112, 0.404, 512
1639490061.278305, 0.368, 513
1639490061.325325, 0.332, 515
1639490061.377609, 0.296, 516
1639490061.426304, 0.268, 517
1639490061.478127, 0.24, 518
1639490061.526145, 0.214, 519
1639490061.578054, 0.198, 519
1639490061.626603, 0.172, 520
1639490061.678444, 0.15, 520
1639490061.726289, 0.132, 521
1639490061.778427, 0.122, 521
1639490061.826865, 0.1, 521
1639490061.878674, 0.082, 521
1639490061.926425, 0.07, 521
1639490061.97856, 0.06, 521
1639490062.028271, 0.054, 521
1639490062.079732, 0.046, 521
1639490062.12803, 0.042, 521
1639490062.178675, 0.038, 521
1639490062.228224, 0.034, 521
1639490062.280649, 0.032, 521
1639490062.32849, 0.03, 521
1639490062.38009, 0.028, 521
1639490062.428553, 0.026, 521
1639490062.480664, 0.024, 521
1639490062.528714, 0.024, 521
1639490062.579951, 0.022, 521
1639490062.629993, 0.02, 521
1639490062.680614, 0.02, 521
1639490062.728886, 0.02, 521
1639490062.780578, 0.018, 521
1639490062.830817, 0.016, 521
1639490062.881227, 0.016, 521
1639490062.929365, 0.016, 521
1639490062.980507, 0.016, 521
1639490063.030404, 0.008, 521
1639490063.082739, 0.0, 521
1639490063.129293, 0.0, 521
1639490063.181153, 0.0, 521
1639490063.23048, 0.0, 521
1639490063.282961, 0.0, 521
1639490063.329428, 0.0, 521
1639490063.382197, 0.0, 521
1639490063.431582, 0.0, 521
1639490063.483282, 0.0, 521
1639490063.530518, 0.0, 521
1639490063.58279, 0.0, 521
1639490063.630667, 0.0, 521
1639490063.683255, 0.0, 521
1639490063.731533, 0.0, 521
1639490063.782891, 0.0, 521
1639490063.832387, 0.0, 521
1639490063.883105, 0.0, 521
1639490063.931212, 0.0, 521
1639490063.983187, 0.0, 521
1639490064.033083, 0.0, 521
1639490064.083836, 0.0, 521
1639490064.132129, 0.0, 521
1639490064.183763, 0.0, 521
1639490064.23324, 0.0, 521
1639490064.284496, 0.0, 521
1639490064.332478, 0.0, 521
1639490064.383984, 0.0, 521
1639490064.433257, 0.0, 521
1639490064.483805, 0.0, 521
1639490064.533057, 0.0, 521
1639490064.584249, 0.0, 521
1639490064.633652, 0.0, 521
1639490064.683939, 0.0, 521
1639490064.734336, 0.0, 521
1639490064.784275, 0.0, 521
1639490064.83479, 0.0, 521
1639490064.884015, 0.0, 521
1639490064.934725, 0.0, 521
1639490064.984859, 0.0, 521
1639490065.034793, 0.0, 521
1639490065.083905, 0.0, 521
1639490065.135425, 0.0, 521
1639490065.185111, 0.0, 521
1639490065.235416, 0.0, 521
1639490065.285186, 0.0, 521
1639490065.33493, 0.0, 521
1639490065.385605, 0.0, 521
1639490065.434975, 0.0, 521
1639490065.485044, 0.0, 521
1639490065.535337, 0.0, 521
1639490065.585835, 0.0, 521
1639490065.63549, 0.0, 521
1639490065.684717, 0.0, 521
1639490065.736326, 0.0, 521
1639490065.786522, 0.0, 521
1639490065.835908, 0.0, 521
1639490065.885298, 0.0, 521
1639490065.935975, 0.0, 521
1639490065.987912, 0.0, 521
1639490066.037434, 0.0, 521
1639490066.085322, 0.0, 521
1639490066.136467, 0.0, 521
1639490066.18793, 0.0, 521
1639490066.237606, 0.0, 521
1639490066.286242, 0.0, 521
1639490066.337551, 0.0, 521
1639490066.386634, 0.0, 521
1639490066.43793, 0.0, 521
1639490066.486149, 0.0, 521
1639490066.537878, 0.0, 521
1639490066.586582, 0.0, 521
1639490066.638193, 0.0, 521
1639490066.686743, 0.0, 521
1639490066.738214, 0.0, 521
1639490066.788075, 0.0, 521
1639490066.838046, 0.0, 521
1639490066.887204, 0.0, 521
1639490066.938529, 0.0, 521
1639490066.987983, 0.0, 521
1639490067.038669, 0.0, 521
1639490067.087847, 0.0, 521
1639490067.138774, 0.0, 521
1639490067.188987, 0.0, 521
1639490067.240807, 0.0, 521
1639490067.288426, 0.0, 521
1639490067.339477, 0.0, 521
1639490067.390351, 0.0, 521
1639490067.43955, 0.0, 521
1639490067.488669, 0.0, 521
1639490067.54, 0.0, 521
1639490067.590242, 0.0, 521
1639490067.639973, 0.0, 521
1639490067.688734, 0.0, 521
1639490067.740204, 0.0, 521
1639490067.790715, 0.0, 521
1639490067.840144, 0.0, 521
1639490067.889273, 0.0, 521
1639490067.94059, 0.0, 521
1639490067.989079, 0.0, 521
1639490068.040854, 0.0, 521
1639490068.089969, 0.0, 521
1639490068.141, 0.0, 521
1639490068.192601, 0.0, 521
1639490068.241092, 0.0, 521
1639490068.291161, 0.0, 521
1639490068.341971, 0.0, 521
1639490068.390573, 0.0, 521
1639490068.441886, 0.0, 521
1639490068.491784, 0.0, 521
1639490068.542158, 0.0, 521
1639490068.592783, 0.0, 521
1639490068.64223, 0.0, 521
1639490068.69262, 0.0, 521
1639490068.742385, 0.0, 521
1639490068.792535, 0.0, 521
1639490068.842334, 0.0, 521
1639490068.892842, 0.0, 521
1639490068.943074, 0.0, 521
1639490068.993336, 0.0, 521
1639490069.042016, 0.0, 521
1639490069.093241, 0.0, 521
1639490069.143946, 0.0, 521
1639490069.193001, 0.0, 521
1639490069.24277, 0.0, 521
1639490069.294106, 0.0, 521
1639490069.343465, 0.0, 521
1639490069.393882, 0.0, 521
1639490069.44225, 0.0, 521
1639490069.495434, 0.0, 521
1639490069.544622, 0.0, 521
1639490069.594867, 0.0, 521
1639490069.643395, 0.0, 521
1639490069.696155, 0.0, 521
1639490069.745394, 0.0, 521
1639490069.795381, 0.0, 521
1639490069.84404, 0.0, 521
1639490069.895762, 0.0, 521
1639490069.944636, 0.0, 521
1639490069.995381, 0.0, 521
1639490070.043603, 0.0, 521
1639490070.095844, 0.0, 521
1639490070.144946, 0.0, 521
1639490070.195818, 0.0, 521
1639490070.244507, 0.0, 521
1639490070.297396, 0.0, 521
1639490070.345228, 0.0, 521
1639490070.396187, 0.0, 521
1639490070.447764, 0.0, 521
1639490070.497232, 0.0, 521
1639490070.545835, 0.0, 521
1639490070.59633, 0.0, 521
1639490070.644604, 0.0, 521
1639490070.69746, 0.0, 521
1639490070.746133, 0.0, 521
1639490070.796989, 0.0, 521
1639490070.845171, 0.0, 521
1639490070.89762, 0.0, 521
1639490070.946374, 0.0, 521
1639490070.99775, 0.0, 521
1639490071.045573, 0.0, 521
1639490071.097852, 0.0, 521
1639490071.146955, 0.0, 521
1639490071.197493, 0.0, 521
1639490071.245798, 0.0, 521
1639490071.299216, 0.0, 521
1639490071.346964, 0.0, 521
1639490071.398123, 0.0, 521
1639490071.446448, 0.0, 521
1639490071.498804, 0.0, 521
1639490071.546339, 0.0, 521
1639490071.598522, 0.0, 521
1639490071.647868, 0.0, 521
1639490071.698917, 0.0, 521
1639490071.747423, 0.0, 521
1639490071.799346, 0.0, 521
1639490071.847441, 0.0, 521
1639490071.899623, 0.0, 521
1639490071.947221, 0.0, 521
1639490071.999751, 0.0, 521
1639490072.04858, 0.0, 521
1639490072.100412, 0.0, 521
1639490072.148379, 0.0, 521
1639490072.200178, 0.0, 521
1639490072.24802, 0.0, 521
1639490072.30164, 0.0, 521
1639490072.350172, 0.0, 521
1639490072.40006, 0.0, 521
1639490072.448405, 0.0, 521
1639490072.501629, 0.0, 521
1639490072.550166, 0.0, 521
1639490072.600702, 0.0, 521
1639490072.648416, 0.0, 521
1639490072.701605, 0.0, 521
1639490072.750304, 0.0, 521
1639490072.801099, 0.0, 521
1639490072.84878, 0.0, 521
1639490072.901613, 0.0, 521
1639490072.950328, 0.0, 521
1639490073.002646, 0.0, 521
1639490073.049226, 0.0, 521
1639490073.102405, 0.0, 521
1639490073.151918, 0.0, 521
1639490073.203519, 0.0, 521
1639490073.25015, 0.0, 521
1639490073.303558, 0.0, 521
1639490073.350753, 0.0, 521
1639490073.402477, 0.0, 521
1639490073.451094, 0.0, 521
1639490073.503541, 0.0, 521
1639490073.552706, 0.0, 521
1639490073.603721, 0.0, 521
1639490073.65168, 0.0, 521
1639490073.703967, 0.0, 521
1639490073.753085, 0.0, 521
1639490073.802489, 0.0, 521
1639490073.851845, 0.0, 521
1639490073.90443, 0.0, 521
1639490073.953869, 0.0, 521
1639490074.002377, 0.0, 521
1639490074.053394, 0.0, 521
1639490074.104733, 0.0, 521
1639490074.153818, 0.0, 521
1639490074.204015, 0.0, 521
1639490074.253772, 0.0, 521
1639490074.305306, 0.0, 521
1639490074.353981, 0.0, 521
1639490074.402848, 0.0, 521
1639490074.453994, 0.0, 521
1639490074.505691, 0.0, 521
1639490074.553895, 0.0, 521
1639490074.603961, 0.0, 521
1639490074.654366, 0.0, 521
1639490074.705824, 0.0, 521
1639490074.754825, 0.0, 521
1639490074.803906, 0.0, 521
1639490074.85476, 0.0, 521
1639490074.906078, 0.0, 521
1639490074.954849, 0.0, 521
1639490075.004236, 0.0, 521
1639490075.055022, 0.0, 521
1639490075.10582, 0.0, 521
1639490075.155342, 0.0, 521
1639490075.204489, 0.0, 521
1639490075.255369, 0.0, 521
1639490075.307974, 0.0, 521
1639490075.355449, 0.0, 521
1639490075.404687, 0.0, 521
1639490075.456174, 0.0, 521
1639490075.506171, 0.0, 521
1639490075.55678, 0.0, 521
1639490075.604824, 0.0, 521
1639490075.657952, 0.0, 521
1639490075.706041, 0.0, 521
1639490075.758445, 0.0, 521
1639490075.805378, 0.0, 521
1639490075.858069, 0.0, 521
1639490075.906157, 0.0, 521
1639490075.958027, 0.0, 521
1639490076.005654, 0.0, 521
1639490076.058506, 0.0, 521
1639490076.106292, 0.0, 521
1639490076.158234, 0.0, 521
1639490076.206239, 0.0, 521
1639490076.258728, 0.0, 521
1639490076.308027, 0.0, 521
1639490076.359931, 0.0, 521
1639490076.40677, 0.0, 521
1639490076.458966, 0.0, 521
1639490076.507894, 0.0, 521
1639490076.558869, 0.0, 521
1639490076.607621, 0.0, 521
1639490076.660027, 0.0, 521
1639490076.709016, 0.0, 521
1639490076.758891, 0.0, 521
1639490076.808363, 0.0, 521
1639490076.859473, 0.0, 521
1639490076.910104, 0.0, 521
1639490076.960165, 0.0, 521
1639490077.008363, 0.0, 521
1639490077.05951, 0.0, 521
1639490077.109437, 0.0, 521
1639490077.15949, 0.0, 521
1639490077.209049, 0.0, 521
1639490077.260054, 0.0, 521
1639490077.312114, 0.0, 521
1639490077.360147, 0.0, 521
1639490077.409408, 0.0, 521
1639490077.460122, 0.0, 521
1639490077.512171, 0.0, 521
1639490077.560606, 0.0, 521
1639490077.609057, 0.0, 521
1639490077.660598, 0.0, 521
1639490077.712282, 0.0, 521
1639490077.760713, 0.0, 521
1639490077.809633, 0.0, 521
1639490077.861059, 0.0, 521
1639490077.911032, 0.0, 521
1639490077.961887, 0.0, 521
1639490078.011045, 0.0, 521
1639490078.061742, 0.0, 521
1639490078.112713, 0.0, 521
1639490078.162411, 0.0, 521
1639490078.212522, 0.0, 521
1639490078.261847, 0.0, 521
1639490078.313564, 0.0, 521
1639490078.362737, 0.0, 521
1639490078.41283, 0.0, 521
1639490078.462735, 0.0, 521
1639490078.514096, 0.0, 521
1639490078.562992, 0.0, 521
1639490078.612756, 0.0, 521
1639490078.663215, 0.0, 521
1639490078.714121, 0.0, 521
1639490078.763255, 0.0, 521
1639490078.812788, 0.0, 521
1639490078.863435, 0.0, 521
1639490078.914243, 0.0, 521
1639490078.963169, 0.0, 521
1639490079.013453, 0.0, 521
1639490079.06356, 0.0, 521
1639490079.114084, 0.0, 521
1639490079.163427, 0.0, 521
1639490079.214124, 0.0, 521
1639490079.263996, 0.0, 521
1639490079.315475, 0.0, 521
1639490079.364349, 0.0, 521
1639490079.414775, 0.0, 521
1639490079.464509, 0.0, 521
1639490079.515438, 0.0, 521
1639490079.563159, 0.0, 521
1639490079.615194, 0.0, 521
1639490079.664472, 0.0, 521
1639490079.715689, 0.0, 521
1639490079.763517, 0.0, 521
1639490079.815346, 0.0, 521
1639490079.864874, 0.0, 521
1639490079.916703, 0.0, 521
1639490079.963965, 0.0, 521
1639490080.015979, 0.0, 521
1639490080.065239, 0.0, 521
1639490080.116864, 0.0, 521
1639490080.164424, 0.0, 521
1639490080.216756, 0.0, 521
1639490080.265779, 0.0, 521
1639490080.317692, 0.0, 521
1639490080.364952, 0.0, 521
1639490080.416802, 0.0, 521
1639490080.466638, 0.0, 521
1639490080.517303, 0.0, 521
1639490080.56529, 0.0, 521
1639490080.617528, 0.0, 521
1639490080.666205, 0.0, 521
1639490080.717962, 0.0, 521
1639490080.765642, 0.0, 521
1639490080.817345, 0.0, 521
1639490080.867467, 0.0, 521
1639490080.919279, 0.0, 521
1639490080.966806, 0.0, 521
1639490081.018772, 0.0, 521
1639490081.066821, 0.0, 521
1639490081.119133, 0.0, 521
1639490081.167383, 0.0, 521
1639490081.220324, 0.0, 521
1639490081.267796, 0.0, 521
1639490081.319843, 0.0, 521
1639490081.367989, 0.0, 521
1639490081.419098, 0.0, 521
1639490081.468168, 0.0, 521
1639490081.519695, 0.0, 521
1639490081.567943, 0.0, 521
1639490081.619352, 0.0, 521
1639490081.670335, 0.0, 521
1639490081.72005, 0.0, 521
1639490081.769242, 0.0, 521
1639490081.820252, 0.0, 521
1639490081.869294, 0.0, 521
1639490081.920231, 0.0, 521
1639490081.969418, 0.0, 521
1639490082.020599, 0.0, 521
1639490082.07036, 0.0, 521
1639490082.121287, 0.0, 521
1639490082.169443, 0.0, 521
1639490082.220759, 0.0, 521
1639490082.271301, 0.0, 521
1639490082.321881, 0.0, 521
1639490082.369335, 0.0, 521
1639490082.421055, 0.0, 521
1639490082.469729, 0.0, 521
1639490082.522454, 0.0, 521
1639490082.570815, 0.0, 521
1639490082.62124, 0.0, 521
1639490082.671126, 0.0, 521
1639490082.722789, 0.0, 521
1639490082.770419, 0.0, 521
1639490082.821861, 0.0, 521
1639490082.872466, 0.0, 521
1639490082.923057, 0.0, 521
1639490082.971509, 0.0, 521
1639490083.023268, 0.0, 521
1639490083.071555, 0.0, 521
1639490083.123516, 0.0, 521
1639490083.171762, 0.0, 521
1639490083.223238, 0.0, 521
1639490083.273297, 0.0, 521
1639490083.324078, 0.0, 521
1639490083.372588, 0.0, 521
1639490083.423704, 0.0, 521
1639490083.472739, 0.0, 521
1639490083.52354, 0.0, 521
1639490083.572636, 0.0, 521
1639490083.623948, 0.0, 521
1639490083.673253, 0.0, 521
1639490083.723581, 0.0, 521
1639490083.772925, 0.0, 521
1639490083.824405, 0.0, 521
1639490083.874078, 0.0, 521
1639490083.923528, 0.0, 521
1639490083.973948, 0.0, 521
1639490084.024545, 0.0, 521
1639490084.074049, 0.0, 521
1639490084.12392, 0.0, 521
1639490084.174265, 0.0, 521
1639490084.224814, 0.0, 521
1639490084.274655, 0.0, 521
1639490084.32802, 0.0, 521
1639490084.374234, 0.0, 521
1639490084.425035, 0.0, 521
1639490084.474507, 0.0, 521
1639490084.524016, 0.0, 521
1639490084.574693, 0.0, 521
1639490084.625311, 0.0, 521
1639490084.674896, 0.0, 521
1639490084.724949, 0.0, 521
1639490084.775192, 0.0, 521
1639490084.826315, 0.0, 521
1639490084.875448, 0.0, 521
1639490084.924643, 0.0, 521
1639490084.97576, 0.0, 521
1639490085.026403, 0.0, 521
1639490085.075896, 0.0, 521
1639490085.124997, 0.0, 521
1639490085.176374, 0.0, 521
1639490085.22627, 0.0, 521
1639490085.276446, 0.0, 521
1639490085.325741, 0.0, 521
1639490085.376418, 0.0, 521
1639490085.426242, 0.0, 521
1639490085.476708, 0.0, 521
1639490085.525675, 0.0, 521
1639490085.577472, 0.0, 521
1639490085.626363, 0.0, 521
1639490085.676894, 0.0, 521
1639490085.72626, 0.0, 521
1639490085.777903, 0.0, 521
1639490085.826489, 0.0, 521
1639490085.877978, 0.0, 521
1639490085.926523, 0.0, 521
1639490085.978015, 0.0, 521
1639490086.026653, 0.0, 521
1639490086.077951, 0.0, 521
1639490086.127513, 0.0, 521
1639490086.178074, 0.0, 521
1639490086.228066, 0.0, 521
1639490086.278756, 0.0, 521
1639490086.328029, 0.0, 521
1639490086.379015, 0.0, 521
1639490086.428146, 0.0, 521
1639490086.478665, 0.0, 521
1639490086.528279, 0.0, 521
1639490086.579114, 0.0, 521
1639490086.629193, 0.0, 521
1639490086.680016, 0.0, 521
1639490086.7286, 0.0, 521
1639490086.78014, 0.0, 521
1639490086.830348, 0.0, 521
1639490086.879733, 0.0, 521
1639490086.92885, 0.0, 521
1639490086.979879, 0.0, 521
1639490087.030557, 0.0, 521
1639490087.080408, 0.0, 521
1639490087.129023, 0.0, 521
1639490087.180557, 0.0, 521
1639490087.231343, 0.0, 521
1639490087.280851, 0.0, 521
1639490087.330535, 0.0, 521
1639490087.381338, 0.0, 521
1639490087.431875, 0.0, 521
1639490087.481531, 0.0, 521
1639490087.530553, 0.0, 521
1639490087.582813, 0.0, 521
1639490087.632866, 0.0, 521
1639490087.681694, 0.0, 521
1639490087.730935, 0.0, 521
1639490087.782733, 0.0, 521
1639490087.830888, 0.0, 521
1639490087.8833, 0.0, 521
1639490087.932536, 0.0, 521
1639490087.982552, 0.0, 521
1639490088.032364, 0.0, 521
1639490088.082382, 0.0, 521
1639490088.13341, 0.0, 521
1639490088.183326, 0.0, 521
1639490088.232494, 0.0, 521
1639490088.283737, 0.0, 521
1639490088.333467, 0.0, 521
1639490088.383388, 0.0, 521
1639490088.433678, 0.0, 521
1639490088.484128, 0.0, 521
1639490088.53346, 0.0, 521
1639490088.583727, 0.0, 521
1639490088.633476, 0.0, 521
1639490088.68395, 0.0, 521
1639490088.73415, 0.0, 521
1639490088.784249, 0.0, 521
1639490088.834321, 0.0, 521
1639490088.883325, 0.0, 521
1639490088.935459, 0.0, 521
1639490088.984626, 0.0, 521
1639490089.034934, 0.0, 521
1639490089.084814, 0.0, 521
1639490089.135139, 0.0, 521
1639490089.184441, 0.0, 521
1639490089.234819, 0.0, 521
1639490089.283946, 0.0, 521
1639490089.336454, 0.0, 521
1639490089.384886, 0.0, 521
1639490089.43533, 0.0, 521
1639490089.48448, 0.0, 521
1639490089.536135, 0.0, 521
1639490089.58518, 0.0, 521
1639490089.636113, 0.0, 521
1639490089.683993, 0.0, 521
1639490089.737304, 0.0, 521
1639490089.785597, 0.0, 521
1639490089.836136, 0.0, 521
1639490089.884807, 0.0, 521
1639490089.937274, 0.0, 521
1639490089.986156, 0.0, 521
1639490090.036827, 0.0, 521
1639490090.084596, 0.0, 521
1639490090.137688, 0.0, 521
1639490090.186575, 0.0, 521
1639490090.237281, 0.0, 521
1639490090.285554, 0.0, 521
1639490090.338614, 0.0, 521
1639490090.387305, 0.0, 521
1639490090.437651, 0.0, 521
1639490090.485699, 0.0, 521
1639490090.538669, 0.0, 521
1639490090.587056, 0.0, 521
1639490090.63798, 0.0, 521
1639490090.686835, 0.0, 521
1639490090.738543, 0.0, 521
1639490090.787898, 0.0, 521
1639490090.8387, 0.0, 521
1639490090.886272, 0.0, 521
1639490090.939609, 0.0, 521
1639490090.987862, 0.0, 521
1639490091.038931, 0.0, 521
1639490091.087688, 0.0, 521
1639490091.139948, 0.0, 521
1639490091.188212, 0.0, 521
1639490091.239045, 0.0, 521
1639490091.287432, 0.0, 521
1639490091.340806, 0.0, 521
1639490091.388666, 0.0, 521
1639490091.440076, 0.0, 521
1639490091.488449, 0.0, 521
1639490091.540596, 0.0, 521
1639490091.588535, 0.0, 521
1639490091.640075, 0.0, 521
1639490091.688261, 0.0, 521
1639490091.741646, 0.0, 521
1639490091.790315, 0.0, 521
1639490091.840636, 0.0, 521
1639490091.891075, 0.0, 521
1639490091.942159, 0.0, 521
1639490091.99047, 0.0, 521
1639490092.040806, 0.0, 521
1639490092.088769, 0.0, 521
1639490092.142627, 0.0, 521
1639490092.190622, 0.0, 521
1639490092.242609, 0.0, 521
1639490092.289613, 0.0, 521
1639490092.343385, 0.0, 521
1639490092.391023, 0.0, 521
1639490092.44272, 0.0, 521
1639490092.49006, 0.0, 521
1639490092.543267, 0.0, 521
1639490092.592734, 0.0, 521
1639490092.642767, 0.0, 521
1639490092.691234, 0.0, 521
1639490092.743938, 0.0, 521
1639490092.792818, 0.0, 521
1639490092.843147, 0.0, 521
1639490092.89193, 0.0, 521
1639490092.943276, 0.0, 521
1639490092.992919, 0.0, 521
1639490093.042949, 0.0, 521
1639490093.092396, 0.0, 521
1639490093.143783, 0.0, 521
1639490093.19264, 0.0, 521
1639490093.243559, 0.0, 521
1639490093.292273, 0.0, 521
1639490093.345091, 0.0, 521
1639490093.393476, 0.0, 521
1639490093.443898, 0.0, 521
1639490093.492851, 0.0, 521
1639490093.545069, 0.0, 521
1639490093.593395, 0.0, 521
1639490093.64363, 0.0, 521
1639490093.693791, 0.0, 521
1639490093.744913, 0.0, 521
1639490093.7943, 0.0, 521
1639490093.843799, 0.0, 521
1639490093.894369, 0.0, 521
1639490093.94589, 0.0, 521
1639490093.994447, 0.0, 521
1639490094.043786, 0.0, 521
1639490094.094571, 0.0, 521
1639490094.146054, 0.0, 521
1639490094.194798, 0.0, 521
1639490094.246575, 0.0, 521
1639490094.295105, 0.0, 521
1639490094.34679, 0.0, 521
1639490094.395058, 0.0, 521
1639490094.444038, 0.0, 521
1639490094.495708, 0.0, 521
1639490094.546679, 0.0, 521
1639490094.595749, 0.0, 521
1639490094.644373, 0.0, 521
1639490094.696093, 0.0, 521
1639490094.747841, 0.0, 521
1639490094.796278, 0.0, 521
1639490094.845143, 0.0, 521
1639490094.896381, 0.0, 521
1639490094.94748, 0.0, 521
1639490094.996399, 0.0, 521
1639490095.045459, 0.0, 521
1639490095.096447, 0.0, 521
1639490095.147978, 0.0, 521
1639490095.197452, 0.0, 521
1639490095.246124, 0.0, 521
1639490095.297364, 0.0, 521
1639490095.349117, 0.0, 521
1639490095.397752, 0.0, 521
1639490095.446263, 0.0, 521
1639490095.497815, 0.0, 521
1639490095.547554, 0.0, 521
1639490095.598069, 0.0, 521
1639490095.646899, 0.0, 521
1639490095.697941, 0.0, 521
1639490095.74811, 0.0, 521
1639490095.798641, 0.0, 521
1639490095.847921, 0.0, 521
1639490095.898371, 0.0, 521
1639490095.948714, 0.0, 521
1639490095.998345, 0.0, 521
1639490096.047595, 0.0, 521
1639490096.099042, 0.0, 521
1639490096.148958, 0.0, 521
1639490096.199035, 0.0, 521
1639490096.247953, 0.0, 521
1639490096.299405, 0.0, 521
1639490096.350992, 0.0, 521
1639490096.399816, 0.0, 521
1639490096.448491, 0.0, 521
1639490096.499907, 0.0, 521
1639490096.552555, 0.0, 521
1639490096.60088, 0.0, 521
1639490096.648663, 0.0, 521
1639490096.70005, 0.0, 521
1639490096.752444, 0.0, 521
1639490096.800516, 0.0, 521
1639490096.84894, 0.0, 521
1639490096.900838, 0.0, 521
1639490096.949729, 0.0, 521
1639490097.000814, 0.0, 521
1639490097.04961, 0.0, 521
1639490097.100789, 0.0, 521
1639490097.153193, 0.0, 521
1639490097.201832, 0.0, 521
1639490097.251113, 0.0, 521
1639490097.30194, 0.0, 521
1639490097.353116, 0.0, 521
1639490097.401914, 0.0, 521
1639490097.450962, 0.0, 521
1639490097.502039, 0.0, 521
1639490097.5531, 0.0, 521
1639490097.601853, 0.0, 521
1639490097.653219, 0.0, 521
1639490097.704594, 0.0, 521
1639490097.753513, 0.0, 521
1639490097.802448, 0.0, 521
1639490097.852986, 0.0, 521
1639490097.904483, 0.0, 521
1639490097.954223, 0.0, 521
1639490098.003883, 0.0, 521
1639490098.053177, 0.0, 521
1639490098.104153, 0.0, 521
1639490098.153181, 0.0, 521
1639490098.202603, 0.0, 521
1639490098.253473, 0.0, 521
1639490098.304577, 0.0, 521
1639490098.354985, 0.0, 521
1639490098.403901, 0.0, 521
1639490098.454403, 0.0, 521
1639490098.505272, 0.0, 521
1639490098.555702, 0.0, 521
1639490098.604319, 0.0, 521
1639490098.654893, 0.0, 521
1639490098.705161, 0.0, 521
1639490098.755708, 0.0, 521
1639490098.804664, 0.0, 521
1639490098.855039, 0.0, 521
1639490098.904704, 0.0, 521
1639490098.955823, 0.0, 521
1639490099.004522, 0.0, 521
1639490099.055573, 0.0, 521
1639490099.106157, 0.0, 521
1639490099.155942, 0.0, 521
1639490099.204981, 0.0, 521
1639490099.255849, 0.0, 521
1639490099.305552, 0.0, 521
1639490099.358122, 0.0, 521
1639490099.406125, 0.0, 521
1639490099.456415, 0.0, 521
1639490099.506057, 0.0, 521
1639490099.557516, 0.0, 521
1639490099.605208, 0.0, 521
1639490099.656809, 0.0, 521
1639490099.70679, 0.0, 521
1639490099.758524, 0.0, 521
1639490099.80594, 0.0, 521
1639490099.857256, 0.0, 521
1639490099.906529, 0.0, 521
1639490099.957981, 0.0, 521
1639490100.006534, 0.0, 521
1639490100.058571, 0.0, 521
1639490100.106594, 0.0, 521
1639490100.158248, 0.0, 521
1639490100.206705, 0.0, 521
1639490100.258549, 0.0, 521
1639490100.306699, 0.0, 521
1639490100.359696, 0.0, 521
1639490100.406657, 0.0, 521
1639490100.458616, 0.0, 521
1639490100.506826, 0.0, 521
1639490100.559096, 0.0, 521
1639490100.607927, 0.0, 521
1639490100.659447, 0.0, 521
1639490100.708648, 0.0, 521
1639490100.759627, 0.0, 521
1639490100.808508, 0.0, 521
1639490100.859802, 0.0, 521
1639490100.908015, 0.0, 521
1639490100.960391, 0.0, 521
1639490101.008166, 0.0, 521
1639490101.060646, 0.0, 521
1639490101.108912, 0.0, 521
1639490101.160789, 0.0, 521
1639490101.209067, 0.0, 521
1639490101.26053, 0.0, 521
1639490101.310523, 0.0, 521
1639490101.361906, 0.0, 521
1639490101.411121, 0.0, 521
1639490101.460844, 0.0, 521
1639490101.51079, 0.0, 521
1639490101.5617, 0.0, 521
1639490101.60906, 0.0, 521
1639490101.661331, 0.0, 521
1639490101.711019, 0.0, 521
1639490101.761789, 0.0, 521
1639490101.809546, 0.0, 521
1639490101.86113, 0.0, 521
1639490101.910951, 0.0, 521
1639490101.962754, 0.0, 521
1639490102.009928, 0.0, 521
1639490102.062563, 0.0, 521
1639490102.112398, 0.0, 521
1639490102.163096, 0.0, 521
1639490102.211213, 0.0, 521
1639490102.262422, 0.0, 521
1639490102.312264, 0.0, 521
1639490102.364094, 0.0, 521
1639490102.412887, 0.0, 521
1639490102.463347, 0.0, 521
