time,voltage
0.0,4.999979270401036
5e-06,4.999896558612761
1e-05,4.999731753143521
1.5000000000000002e-05,4.999485673575555
2e-05,4.999159132683917
2.5e-05,4.998752936490722
3.0000000000000004e-05,4.998267884318977
3.5000000000000004e-05,4.997704768845982
4e-05,4.997064376156308
4.5e-05,4.996347485794361
5e-05,4.9955548708165365
5.5e-05,4.994687297842948
6.000000000000001e-05,4.993745527108759
6.500000000000001e-05,4.992730312515104
7.000000000000001e-05,4.991642401679622
7.500000000000001e-05,4.990482535986565
8e-05,4.98925145063654
8.5e-05,4.987949874695836
9e-05,4.986578531145375
9.5e-05,4.985138136929271
0.0001,4.983629403003011
0.000105,4.982053034381253
0.00011,4.980409730185244
0.000115,4.978700183689863
0.00012,4.976925082370308
0.000125,4.975085107948392
0.00013,4.9731809364384905
0.000135,4.971213238193119
0.00014,4.9691826779481545
0.000145,4.967089914867698
0.00015,4.964935602588579
0.000155,4.962720389264519
0.00016,4.960444917609943
0.000165,4.958109824943431
0.00017,4.955715743230854
0.000175,4.953263299128143
0.00018,4.950753114023738
0.000185,4.948185804080689
0.00019,4.945561980278439
0.000195,4.942882248454266
0.0002,4.940147209344402
0.000205,4.937357458624828
0.00021,4.934513586951746
0.000215,4.931616180001727
0.00022,4.928665818511553
0.000225,4.925663078317736
0.00023,4.922608530395723
0.000235,4.919502740898806
0.00024,4.916346271196703
0.000245,4.913139677913853
0.00025,4.9098835129674
0.000255,4.906578323604877
0.00026,4.903224652441597
0.000265,4.899823037497745
0.00027,4.896374012235176
0.000275,4.892878105593929
0.00028,4.8893358420284425
0.000285,4.885747741543494
0.00029,4.88211431972985
0.000295,4.87843608779964
0.0003,4.874713552621439
0.000305,4.870947216755087
0.00031,4.867137578486225
0.000315,4.863285131860563
0.00032,4.859390366717871
0.000325,4.855453768725711
0.00033,4.851475819412896
0.000335,4.84745699620268
0.00034,4.8433977724457
0.000345,4.839298617452641
0.00035,4.835159996526661
0.000355,4.830982370995544
0.00036,4.826766198243607
0.000365,4.822511931743351
0.00037,4.818220021086867
0.000375,4.813890912016991
0.00038,4.809525046458208
0.000385,4.805122862547325
0.00039,4.800684794663888
0.000395,4.796211273460365
0.0004,4.791702725892086
0.000405,4.787159575246955
0.00041,4.782582241174919
0.000415,4.77797113971721
0.00042,4.77332668333535
0.000425,4.768649280939928
0.00043,4.763939337919158
0.000435,4.759197256167197
0.00044,4.754423434112253
0.000445,4.749618266744458
0.00045,4.744782145643536
0.000455,4.739915459006235
0.00046,4.735018591673553
0.000465,4.7300919251577485
0.00047,4.725135837669135
0.000475,4.720150704142661
0.00048,4.715136896264284
0.000485,4.710094782497139
0.00049,4.705024728107489
0.000495,4.699927095190481
0.0005,4.694802242695694
0.000505,4.689650526452483
0.00051,4.68447229919513
0.000515,4.679267910587788
0.00052,4.674037707249226
0.000525,4.668782032777392
0.00053,4.663501227773765
0.000535,4.65819562986753
0.00054,4.652865573739543
0.000545,4.647511391146128
0.00055,4.642133410942668
0.000555,4.63673195910702
0.00056,4.631307358762739
0.000565,4.625859930202121
0.00057,4.620389990909062
0.000575,4.614897855581739
0.00058,4.60938383615511
0.000585,4.603848241823234
0.00059,4.598291379061414
0.000595,4.592713551648171
0.0006,4.587115060687038
0.000605,4.581496204628181
0.00061,4.5758572792898535
0.000615,4.570198577879682
0.00062,4.564520391015773
0.000625,4.5588230067476605
0.00063,4.553106710577096
0.000635,4.547371785478654
0.00064,4.541618511920191
0.000645,4.535847167883134
0.00065,4.530058028882611
0.000655,4.5242513679874286
0.00066,4.5184274558398725
0.000665,4.512586560675376
0.00067,4.506728948342013
0.000675,4.500854882319844
0.00068,4.494964623740115
0.000685,4.489058431404293
0.00069,4.483136561802955
0.000695,4.477199269134532
0.0007,4.471246805323898
0.000705,4.465279420040818
0.00071,4.4592973607182405
0.000715,4.453300872570456
0.00072,4.447290198611104
0.000725,4.441265579671045
0.00073,4.435227254416075
0.000735,4.4291754593645205
0.00074,4.423110428904681
0.000745,4.417032395312136
0.00075,4.410941588766912
0.000755,4.40483823737052
0.00076,4.398722567162855
0.000765,4.392594802138955
0.00077,4.386455164265643
0.000775,4.3803038734980175
0.00078,4.37414114779583
0.000785,4.367967203139716
0.00079,4.361782253547314
0.000795,4.355586511089242
0.0008,4.349380185904957
0.000805,4.343163486218487
0.00081,4.336936618354037
0.000815,4.330699786751465
0.00082,4.324453193981646
0.000825,4.318197040761712
0.00083,4.311931525970162
0.000835,4.305656846661865
0.00084,4.299373198082932
0.000845,4.293080773685478
0.00085,4.286779765142267
0.000855,4.280470362361234
0.00086,4.274152753499898
0.000865,4.267827124979661
0.00087,4.261493661499986
0.000875,4.255152546052473
0.00088,4.248803959934812
0.000885,4.242448082764637
0.00089,4.236085092493261
0.000895,4.229715165419307
0.0009,4.223338476202227
0.000905,4.216955197875716
0.00091,4.21056550186102
0.000915,4.204169557980138
0.00092,4.197767534468915
0.000925,4.191359597990039
0.00093,4.184945913645927
0.000935,4.178526644991514
0.00094,4.172101954046939
0.000945,4.165672001310128
0.00095,4.159236945769279
0.000955,4.152796944915247
0.00096,4.146352154753831
0.000965,4.139902729817968
0.00097,4.133448823179819
0.000975,4.126990586462767
0.00098,4.120528169853324
0.000985,4.114061722112929
0.00099,4.107591390589666
0.000995,4.101117321229883
0.001,4.094639658589718
0.001005,4.088158545846535
0.00101,4.08167412481027
0.001015,4.075186535934682
0.00102,4.068695918328524
0.001025,4.062202409766615
0.00103,4.055706146700824
0.001035,4.04920726427098
0.00104,4.042705896315681
